beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,8/10,4/5,8/10,17/20,1311724800,Mathieu87,"Great beer, not as powerful as the Bleue, but nevertheless, worth a try! Aah, I love the typical Chimay smell!!"
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,3/5,7/10,15/20,1311552000,laiti,"33 cl bottle @ Lasse Autios Herrgrd, Ropns, Vasa. Rated on 27.9.2008	Aroma has some banana, aged fruits, yeast and spices. Flavour is richly grainy and has some sweetish malt. Good dubbel but still I see no reason to buy it again."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,7/10,14/20,1311465600,Psytron,Nice trappist. Considerably better than Chimay Bleue. (This beer rating was imported from FB and unfortunately lacks any further comments.)
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,18/20,1311465600,standupguy,"Wow, a very nice dubbel. Aroma is yeasty, bready, light pepper, and light apricots with even lighter banana. Poured a nice red/brown cloudy color with an off white head. The taste was bready, sweet, and malty with light bitterness on the end. The mouth feel was nice and creamy. An excellent trappist dubbel I would recommend to anyone."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,8/10,1/5,7/10,13/20,1311292800,MMR,"Would have been a much better beer if it wasnt for that darn palate which I suspected to be much heavier since it is one of the only seven Trappist beers. Not at all bad, nice bit of bitterness which is the strongest aspect of the overall week aftertaste. Aroma is great, very fruity and the beer looks nice and red. Good beer but not exactly what I hoped it would be."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,9/10,15/20,1311120000,EdKing,"Pours red/brown with a big foaming white head. Nose is yeast, red wine, malt, dried fruit (apricot, pineapple etc) and perfumey floral notes. Taste is tropical dried fruit, brown sugar and creaminess. Really nice and thoroughly well balanced Belgian beer."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,17/20,1182038400,dankman,"Nice brownish red color with a moderately sized head, tasty beer but not nearly as good as the blue cap."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,8/10,5/5,7/10,16/20,1182038400,SuzyGreenberg,"75 cl bottle - first time trying Chimay;pours cloudy amber getting more thick by the end; spicy aromas are the strongest; drinks full, smooth and almost creamy texture; malty aftertaste"
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,10/10,5/5,10/10,20/20,1181952000,themightyomega,"Bottle: Pours beautiful clear brown with reddish tinge, like chocolate or an antique copper color, like an old, old penny. The medium head is tan and lingering. Fruity aromas, almost like wine, with assorted fresh bread aromas.	And the taste! Oh, the taste. Marvelous! Wonderous! Sweet, yet not cloying, with a mild astringency and hoppy bitterness, all balancing out in a glorious dance of flavors and textures, no one flavor dominating, all in harmony. Even my mother liked  it, and my mother doesnt like most beer. Rich and full, and finishes nice and clean. 	Nothing negative to say about it, cept I wish I had another one handy!"
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,14/20,1181952000,505,"Nice fruity and yeasty aroma.  Pours brownish with a small tan head.  Flavor is sweet, but not overly, nicely balanced.  Full bodied, with a dry finish.  Pretty well rounded and nice."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,3/5,8/10,18/20,1181865600,Bullit,"Clear dark red colour, big white head. Fruity aromas. Sweet and fruity tastes as well. All in all, a nice, affordable beer."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,9/10,4/5,9/10,17/20,1181692800,andrewboss,"UPDATED: AUG 9, 2007 One of my favorite Trappist beers. Like other Trappist beers, I wish it wasnt so expensive because I would love to stock up on a few bottles."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,3/5,7/10,17/20,1181606400,Rictus,"Light slightly dusty aroma. Dark red color with a big white, fluffy head. Semi sweet, a hint of toffee (maybe). No bitterness. Some fruitiness.  Thin with ever so slightly scratchy carbonation. Kinda dries my tongue."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,9/10,17/20,1181260800,Dedoulequeen07,"Rich copper/ red colour with a thick white head. Fruity aroma with hints of spice and pepper. Malty, fruity cherry/plum character with spicy vinious finish.  Good dry/ bitter mouthfeel with a hearty carbonation. A very pleasant beer."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,3/5,7/10,14/20,1181174400,french tickler,"750 ml... Cloudy dark copper poor with a small beige head.  Aromas of blackberries, raspberries, peaches, apricot, caramelised malts... very fruity floral aromas. Nothing spectacular to the palate, little bitterness, mildly sweet, lively carbonation and medium bodied.  Flavors of caramel, black cherries, plums ... not spectacular but preaty good...."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,5/10,2/5,5/10,12/20,1181174400,davegore,"I recently tried a Chimay for the first time, a 2007 I think of the blue and found it to be miles different from a 2006 I tried later, so I am thinking the same that the bottle of red I tried may have also been a little young. Lots of fizz out of the bottle but seemed to lose the head very quickly indeed and it evaporated to nothing. A great deal of aroma, very fruity and sweet but like the young blue it just seemed to me that it was more fizz on the tongue which seemed to lead onto not a great deal"
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,5/5,8/10,4/5,7/10,17/20,1180742400,epassa,"Amber color with a big white head. Aromas of prunes, malt, fruits, caramel and yeast. Palate of malt, caramel, toffee, prunes, chocolate and hops."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,3/5,6/10,12/20,1180656000,Ratman197,"Small bottle poured a clear reddish amber with a large lasting amber head. Aromas of carmel, fruittiness and light spice. Palate was light to medium bodied and crisp. Flavors of carmel, light fruit and a hint of spiciness with a crisp lingering malty finish."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,3/5,8/10,17/20,1180569600,joohefner,mahogany with a light brown thick head. light fruity aroma. pretty carbonated with medium silky body. fairly bitter with a nice alcohol bite. creamy fruit and a very light taste of spiced nutty caramel malt. nice balance but i think the bitterness is slightly overpowering on the other flavors
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,4/5,7/10,17/20,1180483200,slang,"Pours an impressive ruby brown, w/ a nice Belgian head.  Taste is a perfect balance between sweet malts & sugar, and a slight alcohol pucker.  Very well done."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,7/10,17/20,1180137600,mkofron,Dark brown decent head.  Somewhat dry... To me not in the same league as the Rochefort 6.
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,5/10,4/5,5/10,10/20,1179964800,mlist55,"Deep, dark copper color with a short lived foamy head. Smooth, fruity overtones with a slightly bitter finish mellowing, again, into a refreshing fruity aftertaste."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,3/5,7/10,14/20,1179792000,Beerlando,"First taste 5/21/07.  Pours translucent and cloudy dark copper with a large head that quickly recedes and some lacing.  Aroma is not very strong.  Taste is somewhat metallic and sharp at first, but softens considerably as the beer warms.  Sweet yeast and malt are offset nicely by a decent amount of bitterness.  Not as impressive as the Bleue or the Blanche, but a fairly solid offering nonetheless."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,7/10,4/5,8/10,15/20,1179705600,LilKem,"a decent dubbel.  some brown sugar and spice to this one with some weak chocolate and some carmel.  a little thin compared to the other chimay beers but not unlikable, just not up to par."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,3/5,7/10,13/20,1179705600,BeerFanDan17,"Good Tripel from a respectable brewer.  I was expecting a little more power and flavor, but it drank smooth, and had tasty hints of lighter fruits. Pours a fluffy tall head.   Nice beer for a hot day."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,6/10,2/5,6/10,13/20,1179705600,Allen,"33cl. Pours a dark brown beer. Fruity aromas, slightly spicy, yeasty. Reminds me of a very spicy dunkel. The taste makes me think of one too.. But there is a typical taste of plums that gives this beer its character. Caramel, hints of licorice.. Some chocolate in the taste, spicy. The caramel presence isn t all that enoyable... A touch of bitterness in the finish. I wasn  t impressed by this beer. I think its definitely inferior to the Chimay blonde and the Chimay bleu... But still quite consistant."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,8/10,4/5,8/10,18/20,1179619200,FlagstoneHill,"12 oz bottle. ..Heavy aroma with toasty and chocolate notes.  Light citusry hoppiness with peppery yeastiness. .. 	Large, off-white fizzy head that lasts. ..	Moderately sweet and slightly bitter. Long and complex yeastiness..	Med body, creamy. .. .	Great stuff.  A classic belgian beer - definately a style-defining one."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,5/10,4/5,8/10,16/20,1179532800,natejgood,"Pours very heady out of the bottle, and the head takes a while to go down. It is a dark amber color and has good color density. It is hard to see through. The beer smells like sweet wheat and honey. It is a fairly crisp smell. It has a medium sweet wheat taste to it. It is distinctive and has good flavor density. The beer also feels very heavy and carbinated in my mouth. Overall, a pretty darn good beer. You should try it out if you like a belgian beer with some good flavor."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,5/10,3/5,6/10,13/20,1179446400,Stine,"Thick chestnut brown pour.  Aroma of mild coffee with cinnamon, cream and sugar drowning its character.  Non-dememo  flavor of wheat bread and rum with an earthy foundation.  Very tame.  Mildly bittered, more in a nutty sense.  Some vinous qualities of interest.  Palate is diluted.  Lacks personality."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,3/5,7/10,16/20,1179273600,Skyview,"Picked up a single 11.2 oz bottle from Cellars Wine & Spirits in St Paul, MN. Pours a hazy golden dark brown brew with a thick fizzy off white head that slowly dissolves to a fine film. Very nice lacing. Aroma of dried apricots, banana bread, caramel, and a little bread dough. Taste is highly carbonated, medium body and some acidic taste in the back of the tongue. Finish is sweet, creamy and slightly bitter."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,7/10,18/20,1179273600,derst27,"Light crisp aroma, not as strong as I would expect.  Rich, fully bodied mahogony color.  Sweet caramel taste with a smooth aftertaste and pleasant bite.  It has a slightly hazelnut tint that rolls into the caramel and out very smoothly."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,7/10,17/20,1179273600,grandet,Bottle. pours dark ambr with a small head. Smells of fruit. malty taste with the alcohol covered up nicely.
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,4/5,8/10,18/20,1179187200,djd07,500mL bottle. pours a dark amber color with small light tan head. very fruity aroma. has a roasted malt taste and the alcohol taste is covered nicely. not my favortie chimay but still very good.
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,8/10,17/20,1179100800,Beltramelli,"Aroma of nuts, high carbonation, astringent, dense and consistent cream...........................PORTUGUS: Aroma de nozes, carbonatao alta, adstringente, creme denso e consistente."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,7/10,15/20,1179100800,beervis,"Tasty, well balanced ruby ale, very like an English strong ale to my tastebuds. Lighter body, fruity, quite refreshing. Dry malty finish. Drinkable."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,3/5,7/10,4/5,8/10,15/20,1179014400,nhorween,"UPDATED: MAY 25, 2007 Bottle.  Light brown pour.  Cloudy, with a fine off-white head.  Dcent aroma, classic dubbel profile.  Good malt character, very little bitterness.  Always decent."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,9/10,5/5,9/10,17/20,1178755200,oberabcbbsok,A very tastefull full bodied and not to strong nice trappist beer. Really better as most of the American beers i tasted in a L.A. pub. They had the 3 trapisst beers of chimay on large bottle. And I drunk a chimay just before coming back to Belgium. Really a must for all beer raters
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,8/10,3/5,7/10,14/20,1178668800,Slayer85,"Bottled. An unclear deep red beer with a light brown and small foam. Malty aroma, sweet with some caramel. The flavour is malty, some spiciness and dry. The body is not as strong  as other trappist beer. Light bitterness at the end. Nice and drinkable."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,7/10,15/20,1178409600,troyc,"(Bottle) Pours a brown color with a small off-white head. Light aroma of Belgian yeast. Tastes include sugar, and some dried dark fruits. Light spice as well. Slight alcohol warming in the finish. Good palate as well. A pretty good brew."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,9/10,4/5,9/10,17/20,1178409600,KingofCastle,"UPDATED: JUN 26, 2007 corked bottle:  I love everything about this beer.  I usually get a bottle every Christmas, tradition with the cork.  Great spicy, malty, fruity, dense aroma & flavour.  This is a perfect example of how to make a flavourful & complex tasting brew with a higher alcohol content, but still have it all come together in a pleasant manner.  Not everyone will like this one though, they might need it paired with the right food.  I love this beer, what  a great strong ale."
Chimay Rouge &#40;Red&#41; / Premire,51,12,7,Abbey Dubbel,4/5,7/10,4/5,8/10,17/20,1178323200,ChrisTurner,"Bottle -- Pours with a fairly dense beige head with a bit of retention and quite good lacing. A murky brown with very active, very fine bubbles. Aroma is alcohol and over-ripe fruit. Round palate with perhaps a little harshness -- a little electric like somone else said. Flavour is quite sweet with fruit cake and some caramel, with an aftertaste of alcohol. Even though the alcohol content isnt that high, I find it gives the beer more of a ""bite"" than that lovely alcohol warmth you get with Chimay Blue. A wonderful beer just the same."
